"Leg","City","Region","Title","Description","Ideal for","How to get there","Cost","Category","Reach","Adventure","Website","Google Maps","Photo"
"7","Kastelruth","Trentino–Alto Adige","Tschötscherhof — Grey's 12th birthday dinner","★ THE PICK for Oct 12. A 500-year-old family-run farm inn in the hamlet of St. Oswald: Tyrolean farm cooking from their own land — speck, canederli dumplings, roasts, mountain cheese — in a low-beamed stube. Rated 9.1. This is the meaty, cheesy, cosy opposite of a tasting menu, and it is a listed Törggelen house, so mid-October is exactly its season.","grey · all","Drive ~10 min to St. Oswald, Kastelruth. CONFIRMED open 21 Jun – 2 Nov 2026 daily; warm kitchen 12:00–14:00 and 18:00–20:30 only, so book an early table.","~€25–40pp","dining","In town","★","https://www.suedtirol.info/en/en/experiences-and-events/plp-experiences/experiences-south-tyrol/pdp-experience.smgpoied25692999fc4402bb161641adb9dca1.albergo-tschoetscherhof.s--osvaldo-st--oswald---castelrotto-kastelruth","https://www.google.com/maps/search/?api=1&query=Tsch%C3%B6tscherhof%20Kastelruth%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Kastelruth-Castelrotto.JPG?width=640"
"7","Alpe di Siusi","Trentino–Alto Adige","Alpe di Siusi — Europe's biggest meadow","Take bikes up the big cable cars onto the plateau for gentle high-meadow gravel and Seceda descents — the bike day that still works after the flow-trail lifts shut.","all · keir","The Siusi cableway, 8 min from the Singerhof (car road up closed 9–5, reopens 17:00)","~€25–30pp return","mountain","In town","★","https://www.seiseralm.it/en/","https://www.google.com/maps/search/?api=1&query=Alpe%20di%20Siusi%20%E2%80%94%20Europe's%20biggest%20meadow%20Alpe%20di%20Siusi%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Gr%C3%B6dner_Dolomiten_Seiser-Alm_Hi_res.jpg?width=800"
"7","Dolomites","Trentino–Alto Adige","Cable cars, plural","Half the magic is the ride up — Seceda, Mont Seuc, Alpe di Siusi, Renon: big glass cabins swinging over pastures with almost no walking.","keir · grey · all","Various gondolas from Ortisei and Bolzano","","transport","In town","","https://www.valgardena.it/en/mountain-lifts/","https://www.google.com/maps/search/?api=1&query=Cable%20cars%2C%20plural%20Dolomites%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Drei_Zinnen_Tre_Cime_di_Lavaredo_Dolomites.jpg?width=640"
"7","Santa Cristina","Trentino–Alto Adige","Col Raiser + Puez-Odle walks","A quieter gondola into the nature park, under the Odle spires.","all","Gondola from Santa Cristina — ~10 min drive","~€25pp return","mountain","In town","","","https://www.google.com/maps/search/?api=1&query=Col%20Raiser%20%2B%20Puez-Odle%20walks%20Santa%20Cristina%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Val_Iender_Santa_Cristina.jpg?width=640"
"7","Alpe di Siusi","Trentino–Alto Adige","Gostner Schwaige — alpine dairy hut","A working hut making its own cheese, butter and ricotta — a special mountain lunch.","all","Siusi cableway (8 min away) to Compatsch + hut bus/walk; drive up after 17:00","~€20–30pp lunch","food","In town","","","https://www.google.com/maps/search/?api=1&query=Gostner%20Schwaige%20%E2%80%94%20alpine%20dairy%20hut%20Alpe%20di%20Siusi%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Seiser_Alm_01.jpg?width=640"
"7","Alpe di Siusi","Trentino–Alto Adige","Hike & Cheese Workshop","Make fresh cheese by hand with a farmer (in English). Grey's Oct 12 birthday centrepiece.","grey","Guided — private transfer + cable car included","~€600–900 (private day)","food","In town","★","","https://www.google.com/maps/search/?api=1&query=Hike%20%26%20Cheese%20Workshop%20Alpe%20di%20Siusi%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Seiser_Alm_01.jpg?width=640"
"7","Ortisei","Trentino–Alto Adige","Museum Gherdëina — Ortisei","Local Dolomite fossils and minerals — a good rainy-day fix.","jude","In Ortisei — walkable","~€6pp","rock","In town","","","https://www.google.com/maps/search/?api=1&query=Museum%20Gherd%C3%ABina%20%E2%80%94%20Ortisei%20Ortisei%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Ortisei_-_panoramio_(2).jpg?width=640"
"7","Passo Sella","Trentino–Alto Adige","Sassolungo — the 'coffin lift'","Tiny open two-person cabins float you to a high saddle. Closes Oct 11 — ride it your first day.","rhys","Drive ~25–30 min to Passo Sella","~€20pp return","thrill","In town","★","","https://www.google.com/maps/search/?api=1&query=Sassolungo%20%E2%80%94%20the%20'coffin%20lift'%20Passo%20Sella%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Langkofel_group_from_the_Sella_pass_2016.jpg?width=800"
"7","Val Gardena","Trentino–Alto Adige","Seceda — the knife-edge ridge","Two-stage lift from Ortisei to the surreal tilted-blade ridgeline at 2,500 m — one of Earth's most photographed skylines, little climbing up top.","all","Drive ~25 min to Ortisei, then the two-stage gondola","~€44pp return","mountain","In town","★","https://www.seceda.it/en/summer","https://www.google.com/maps/search/?api=1&query=Seceda%20%E2%80%94%20the%20knife-edge%20ridge%20Val%20Gardena%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/The_Dolomites_from_Seceda.jpg?width=800"
"7","Ortisei","Trentino–Alto Adige","Toboggan runs + playgrounds","Val Gardena's Alpine adventure parks and mountain playgrounds, plus a summer-toboggan run if still open — Keir and Grey fuel.","keir · grey","Around Val Gardena","","thrill","In town","","https://www.valgardena.it/en/family-holidays/","https://www.google.com/maps/search/?api=1&query=Toboggan%20runs%20%2B%20playgrounds%20Ortisei%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Ortisei_-_panoramio_(2).jpg?width=640"
"7","Val Gardena","Trentino–Alto Adige","Trail Arena Val Gardena — family flow trails","Your home valley's flow-trail bike park (graded 'Family Line' + freeride). CATCH: the bike gondola (Dantercepies) closes Oct 4 — shut before you arrive Oct 10, so no lift-served laps on your dates. Use Kronplatz for lifts; self-pedal/e-bike flow only here.","keir · rhys · all","Drive ~30 min from Kastelruth — but the Dantercepies bike gondola shuts Oct 4, so no lift-served laps; see Kronplatz.","Kid MTB rental ~€15-25/day","bike","In town","","https://www.val-gardena.com/en/summer/mountain-bike-holiday-dolomites/trail-arena-val-gardena/","https://www.google.com/maps/search/?api=1&query=Trail%20Arena%20Val%20Gardena%20%E2%80%94%20family%20flow%20trails%20Val%20Gardena%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Dolomites_Val_Gardena_from_Mont_de_Seura.jpg?width=640"
"7","Ortisei","Trentino–Alto Adige","Val Gardena villages + Ladin woodcarving","Three storybook villages speaking Ladin; wander pedestrian centers and watch a woodcarver at work in the valley's centuries-old craft.","all","Base valley — Ortisei, Santa Cristina, Selva","","craft","In town","","https://www.valgardena.it/en/","https://www.google.com/maps/search/?api=1&query=Val%20Gardena%20villages%20%2B%20Ladin%20woodcarving%20Ortisei%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Ortisei_-_panoramio_(2).jpg?width=640"
"7","Ortisei","Trentino–Alto Adige","Watch a woodcarver work","Ortisei has carved wood for 400 years; duck into a workshop or the local museum to watch a saint or nativity emerge from a block.","keir · grey · all","Museum Gherdeina / workshops, Ortisei","","craft","In town","","https://www.museumgherdeina.it/en/","https://www.google.com/maps/search/?api=1&query=Watch%20a%20woodcarver%20work%20Ortisei%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Ortisei_-_panoramio_(2).jpg?width=640"
"7","Dolomites","Trentino–Alto Adige","Wine on a sunny hut terrace","An hour on a rifugio terrace with Lagrein or Gewurztraminer, a speck-and-cheese board, and a wall of dolomite in front of you.","all","Any rifugio terrace off a lift","","dining","In town","","https://www.suedtirol.info/en/experience/wine","https://www.google.com/maps/search/?api=1&query=Wine%20on%20a%20sunny%20hut%20terrace%20Dolomites%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Drei_Zinnen_Tre_Cime_di_Lavaredo_Dolomites.jpg?width=640"
"7","Aldino","Trentino–Alto Adige","Bletterbach — the fossil canyon","The 'Grand Canyon of South Tyrol': a 400-m gorge slicing through 280-million-year-old rock, with fossils and textbook-clear geology. UNESCO geosite.","jude","Drive ~1h–1h15 (great use of the car)","~€8–10pp","rock","Day-trip","★","https://www.bletterbach.info/en/","https://www.google.com/maps/search/?api=1&query=Bletterbach%20%E2%80%94%20the%20fossil%20canyon%20Aldino%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Bletterbach_HDR.jpg?width=800"
"7","Bolzano","Trentino–Alto Adige","Castel Roncolo / Schloss Runkelstein","The 'illustrated castle': largest secular medieval fresco cycle in the Alps — knights, courtly life, Tristan and Isolde — on a crag-top fortress. Under-14 free.","keir · rhys · grey · all","Drive — just outside Bolzano","","castle","Day-trip","","https://www.runkelstein.info/en/","https://www.google.com/maps/search/?api=1&query=Castel%20Roncolo%20%2F%20Schloss%20Runkelstein%20Bolzano%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Piazza_Municipio_Bolzano.jpg?width=640"
"7","Cortina","Trentino–Alto Adige","Cinque Torri open-air war museum","A whole WWI front line — restored trenches, gun emplacements and tunnels you climb through — among five toppling rock towers. Free, outdoors.","rhys · jude","Drive ~1h15 toward Cortina + short chairlift from Bai de Dones","free","underground","Day-trip","","https://5torri.it/EN/p24-The-World-War-1-museum","https://www.google.com/maps/search/?api=1&query=Cinque%20Torri%20open-air%20war%20museum%20Cortina%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Cortina_d%E2%80%99Ampezzo_Panorama.jpg?width=640"
"7","Andalo / Paganella","Trentino–Alto Adige","Dolomiti Paganella Bike Park (Andalo)","A big family MTB complex — 25 trails, huge skills areas, pump tracks, beginner/family zones — and one of the very few alpine parks open to Nov 2. The backup to Kronplatz on the car leg.","keir · grey · rhys · all","Drive ~2h down the A22 from Kastelruth (the car leg). The backup park only — Kronplatz is half the drive.","Lifts + kid rental at Andalo/Molveno","bike","Day-trip","","https://www.dolomitipaganella.com/en/bike","https://www.google.com/maps/search/?api=1&query=Dolomiti%20Paganella%20Bike%20Park%20(Andalo)%20Andalo%20%2F%20Paganella%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Drei_Zinnen_Tre_Cime_di_Lavaredo_Dolomites.jpg?width=640"
"7","Bolzano","Trentino–Alto Adige","Earth Pyramids of Ritten","Clay hoodoos — tall earthen spires each capped by a balancing boulder, pure Escher geology. Made for Jude the rockhound.","jude","Renon cable car from Bolzano + narrow-gauge Renon railway","trails free","rock","Day-trip","★","https://www.ritten.com/en/","https://www.google.com/maps/search/?api=1&query=Earth%20Pyramids%20of%20Ritten%20Bolzano%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Piazza_Municipio_Bolzano.jpg?width=640"
"7","Vols","Trentino–Alto Adige","Get buried in a hay bath","In Fie/Vols they've wrapped people in warm, damp, fermenting mountain hay since 1903 — lie packed in it and sweat while alpine herbs work. Gross-cool.","keir","Drive ~25 min to Vols (Heubad hotel spa)","","weird","Day-trip","","","https://www.google.com/maps/search/?api=1&query=Get%20buried%20in%20a%20hay%20bath%20Vols%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Blick_auf_Voels_auf_dem_Weg_nach_Proesels.jpg?width=640"
"7","Kronplatz / Brunico","Trentino–Alto Adige","Kronplatz Bike Park — lift-served MTB","18 lift-served mountain-bike trails off the Olang gondola, with skills parks to practise on before going up, plus rentals and a bike school. Crucially it runs to 8 Nov — nearly every other Alpine bike park has shut by then, so this is the ONE real park open on your dates.","keir · grey · jude · rhys","★ CRITICAL — LOCKED for Sun Oct 11, weather backup Tue Oct 13. Drive ~1h20 from the Singerhof in Kastelruth via Waidbruck, the A22 and the Puster valley. Reserve 20-inch and 24-inch kid bikes plus armour ahead.","gondola + kid bike hire (call re: which of the 18 trails suit a 9-yo)","bike","Day-trip","★","https://www.kronplatz.com/en/the-kronplatz/activity/kronplatzbikepark","https://www.google.com/maps/search/?api=1&query=Kronplatz%20Bike%20Park%20%E2%80%94%20lift-served%20MTB%20Kronplatz%20%2F%20Brunico%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Drei_Zinnen_Tre_Cime_di_Lavaredo_Dolomites.jpg?width=640"
"7","Lagazuoi","Trentino–Alto Adige","Lagazuoi — WWI tunnels in the mountain","Ride to 2,778 m and walk the WWI front tunnels blasted through the summit — sweeping panorama, sobering history. Confirm the lift runs mid-October.","rhys · jude","Drive ~1h to Passo Falzarego + cable car","Cable car ~€20pp","thrill","Day-trip","★","https://www.lagazuoi.it/en/","https://www.google.com/maps/search/?api=1&query=Lagazuoi%20%E2%80%94%20WWI%20tunnels%20in%20the%20mountain%20Lagazuoi%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Lagazuoi,_Dolomites_-_panoramio.jpg?width=640"
"7","Braies","Trentino–Alto Adige","Lago di Braies","Mirror-still emerald lake with wooden rowboats and a flat lakeside loop — peak reflection-symmetry beauty; confirm road/boats haven't closed for the season.","all","Drive to Braies (Prags)","","water","Day-trip","","https://www.prags.bz/en/","https://www.google.com/maps/search/?api=1&query=Lago%20di%20Braies%20Braies%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Lago_di_Braies_South_Tyrol_3.jpg?width=640"
"7","Dolomites","Trentino–Alto Adige","Lago di Carezza","Tiny turquoise-glowing lake beneath the Latemar, an easy roadside stop closer to base.","all","Drive — roadside stop beneath the Latemar","","water","Day-trip","","","https://www.google.com/maps/search/?api=1&query=Lago%20di%20Carezza%20Dolomites%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Drei_Zinnen_Tre_Cime_di_Lavaredo_Dolomites.jpg?width=640"
"7","Bolzano","Trentino–Alto Adige","Messner Mountain Museum Firmian","Reinhold Messner's spiralling museum in ruined Sigmundskron castle — a labyrinth of towers, staircases and terraces with Tibetan art and summit relics.","keir","Drive ~40 min to Bolzano","","maze","Day-trip","","https://www.messner-mountain-museum.it/en/firmian/museum/","https://www.google.com/maps/search/?api=1&query=Messner%20Mountain%20Museum%20Firmian%20Bolzano%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Piazza_Municipio_Bolzano.jpg?width=640"
"7","Val Badia","Trentino–Alto Adige","Museum Ladin Ciastel de Tor","A castle museum on the Ladins and their mythology — the lost Kingdom of Fanes, marmot-princesses — alongside the geology that built the Dolomites.","keir · jude","Drive ~55 min to Val Badia","","castle","Day-trip","","https://museumladin.it/en/ciastel-de-tor/","https://www.google.com/maps/search/?api=1&query=Museum%20Ladin%20Ciastel%20de%20Tor%20Val%20Badia%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Sassongher_te_Val_Badia_S%C3%BCdtirol.jpg?width=640"
"7","Bolzano","Trentino–Alto Adige","Otzi the Iceman","A real 5,300-year-old glacier mummy with his actual clothes, tools and copper axe, viewed through a frozen window. Ideal bad-weather backup.","jude · all","Drive to South Tyrol Museum of Archaeology, Bolzano","","underground","Day-trip","★","https://www.iceman.it/en/","https://www.google.com/maps/search/?api=1&query=Otzi%20the%20Iceman%20Bolzano%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Piazza_Municipio_Bolzano.jpg?width=640"
"7","Ratschings","Trentino–Alto Adige","Ridnaun mine world + the show tunnel","One of Europe's highest mines (silver, lead, zinc to 1985); helmet up, walk 200 m into a real ore tunnel, watch Victorian ore-crushers clank to life.","jude","Drive ~1h to Ratschings","","underground","Day-trip","★","","https://www.google.com/maps/search/?api=1&query=Ridnaun%20mine%20world%20%2B%20the%20show%20tunnel%20Ratschings%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Ridnaun-Ridanna_and_mountains.JPG?width=640"
"7","Kastelruth","Trentino–Alto Adige","Roter Hahn farm — bread & strudel baking","A hands-on farm baking session, arranged directly — apple-harvest season.","grey","Drive ~5–15 min around Kastelruth; email a farm ahead","~€30–60pp","food","Day-trip","","","https://www.google.com/maps/search/?api=1&query=Roter%20Hahn%20farm%20%E2%80%94%20bread%20%26%20strudel%20baking%20Kastelruth%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Kastelruth-Castelrotto.JPG?width=640"
"7","Dolomites","Trentino–Alto Adige","The great scenic drives","Hairpin up the Gardena and Sella passes, loop the legendary Sellaronda around the Sella massif, and top out at Passo Pordoi. Jude's dream drive.","jude · all","Drive — Gardena and Sella passes, Sellaronda, Passo Pordoi","","transport","Day-trip","★","https://www.valgardena.it/en/experience-nature/mountain-passes/","https://www.google.com/maps/search/?api=1&query=The%20great%20scenic%20drives%20Dolomites%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Drei_Zinnen_Tre_Cime_di_Lavaredo_Dolomites.jpg?width=640"
"7","Eisacktal","Trentino–Alto Adige","Törggelen — the autumn farm dinner","October-only: roast chestnuts, new wine and strudel at a farm tavern.","all","Drive ~30–50 min to the Eisacktal","~€25–35pp","food","Day-trip","","","https://www.google.com/maps/search/?api=1&query=T%C3%B6rggelen%20%E2%80%94%20the%20autumn%20farm%20dinner%20Eisacktal%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Eisacktal_bei_Mellaun.jpg?width=640"
"7","Bolzano","Trentino–Alto Adige","Torggelen at a mountain farm","South Tyrol's autumn ritual: walk to a farmhouse inn for young cloudy wine, roasted chestnuts, speck, dumplings and doughnuts by a wood stove.","grey · all","Drive to farms around Bolzano/Isarco (Red Rooster network)","","food","Day-trip","★","https://www.roterhahn.it/en/","https://www.google.com/maps/search/?api=1&query=Torggelen%20at%20a%20mountain%20farm%20Bolzano%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Piazza_Municipio_Bolzano.jpg?width=640"
"7","Merano","Trentino–Alto Adige","Trauttmansdorff Gardens + Touriseum","Empress Sissi's terraced castle gardens in themed worlds — rainforest greenhouse, lily pond, cactus deserts — plus a tourism museum with playful dioramas.","grey · keir","Drive ~1h to Merano","","nature","Day-trip","","https://www.trauttmansdorff.it/en/","https://www.google.com/maps/search/?api=1&query=Trauttmansdorff%20Gardens%20%2B%20Touriseum%20Merano%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Meran,_Panorama_(Blick_vom_Pulverturm).jpg?width=640"
"7","Predazzo","Trentino–Alto Adige","Val di Fassa / Predazzo — geology trails","Volcanic and sedimentary Dolomite geology with a mineral museum.","jude","Drive ~45 min","~€8pp museum","rock","Day-trip","","","https://www.google.com/maps/search/?api=1&query=Val%20di%20Fassa%20%2F%20Predazzo%20%E2%80%94%20geology%20trails%20Predazzo%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Predazzo.jpg?width=640"
"7","Passo Gardena","Trentino–Alto Adige","Via ferrata — Averau / Gran Cir","An approachable first via ferrata for the teens, with a guide (weather permitting).","rhys","Drive + guided; weather-dependent mid-Oct","~€300–450 guided","thrill","Day-trip","","","https://www.google.com/maps/search/?api=1&query=Via%20ferrata%20%E2%80%94%20Averau%20%2F%20Gran%20Cir%20Passo%20Gardena%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Gr%C3%B6dner_Joch_in_July_02.jpg?width=640"
"7","Dolomites","Trentino–Alto Adige","The drowned village of Reschensee","A single medieval bell tower stands alone in a lake — all that shows of Graun, flooded in 1950 for a dam; legend says the bells still ring on winter nights.","all","Drive ~2h each way to the Vinschgau","","weird","Far · own trip","★","https://www.suedtirol.info/en/en/regions/villages/reschenpass---passo-resia","https://www.google.com/maps/search/?api=1&query=The%20drowned%20village%20of%20Reschensee%20Dolomites%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Drei_Zinnen_Tre_Cime_di_Lavaredo_Dolomites.jpg?width=640"
"1","Crespi d'Adda","Lombardy","Crespi d'Adda — the company town frozen in 1878","A whole UNESCO World Heritage village built by one cotton family for its workers: identical brick houses each with its own garden plot, a school, a washhouse, a company cemetery, and the owners' fake castle glowering down the main street at all of it.","jude · rhys","Metro M1 to Lampugnano, then the Z301 Milan–Bergamo coach to the A4 Capriate stop (~45 min) and a 20-min walk down into the village.","Village free to walk · guided tour ~€10pp","architecture","Day-trip","","https://villaggiocrespi.it/","https://www.google.com/maps/search/?api=1&query=Crespi%20d'Adda%20%E2%80%94%20the%20company%20town%20frozen%20in%201878%20Crespi%20d'Adda%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Full_Milan_skyline_from_Duomo_roof.jpg?width=640"
"1","Bergamo","Lombardy","Bergamo — walk the Venetian walls","Six kilometres of 16th-century Venetian ramparts wrap the hilltop Città Alta and you can walk the whole circuit — UNESCO World Heritage, with gun-galleries hollowed out under the bastions and a funicular to save the climb.","all · keir","Train Milano Centrale→Bergamo ~50 min, then the funicular from Viale Vittorio Emanuele up into the old town.","Walls free · funicular ~€1.50pp","castle","Day-trip","","https://www.visitbergamo.net/en/","https://www.google.com/maps/search/?api=1&query=Bergamo%20%E2%80%94%20walk%20the%20Venetian%20walls%20Bergamo%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Full_Milan_skyline_from_Duomo_roof.jpg?width=640"
"1","Varese","Lombardy","Sacro Monte di Varese — the chapel staircase","A cobbled two-kilometre pilgrim ramp climbing past fourteen domed chapels, each one packed with life-size painted terracotta figures frozen mid-scene like a 400-year-old diorama. One of the nine Sacri Monti on the UNESCO World Heritage list.","all","Train Milano Cadorna→Varese ~1h, city bus C to Prima Cappella, then walk up — or the Vellone funicular, which only runs weekends (Sat Sep 12 works).","Free · bus ~€1.40pp","church","Day-trip","","https://www.sacrimonti.org/en/sacro-monte-di-varese","https://www.google.com/maps/search/?api=1&query=Sacro%20Monte%20di%20Varese%20%E2%80%94%20the%20chapel%20staircase%20Varese%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Full_Milan_skyline_from_Duomo_roof.jpg?width=640"
"1","Brescia","Lombardy","Brescia — Santa Giulia and the Winged Victory","A Lombard convent built on top of a Roman house, now a museum you walk down through in layers — mosaic floors, the jewelled Cross of Desiderius — and in the Roman temple next door a life-size bronze Winged Victory. Part of the UNESCO World Heritage 'Longobards in Italy'.","rhys · jude","Train Milano Centrale→Brescia ~40 min on a fast train, then metro or a 15-min walk to Via dei Musei.","~€10pp · under-18 reduced","sight","Day-trip","","https://www.bresciamusei.com/en/","https://www.google.com/maps/search/?api=1&query=Brescia%20%E2%80%94%20Santa%20Giulia%20and%20the%20Winged%20Victory%20Brescia%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Full_Milan_skyline_from_Duomo_roof.jpg?width=640"
"1","Besano","Lombardy","Monte San Giorgio fossils — Besano","A UNESCO World Heritage mountain made of Middle Triassic seabed. The village museum has the six-metre Besanosaurus with four unborn babies still inside her ribcage, plus fish and marine reptiles split out of the black shale on the slope above.","jude","Train Milano Porta Garibaldi→Porto Ceresio ~1h20, then a short bus or taxi the last 3 km to Besano — a long half-day, but the only fossil World Heritage site in reach.","~€5pp · under-18 free","rock","Day-trip","","https://museodibesano.it/","https://www.google.com/maps/search/?api=1&query=Monte%20San%20Giorgio%20fossils%20%E2%80%94%20Besano%20Besano%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Full_Milan_skyline_from_Duomo_roof.jpg?width=640"
"2","Turin","Piedmont","Palazzo Reale + the Royal Armoury","The Savoys' own palace on Piazza Castello — gilded state rooms, Guarini's black spiral Chapel of the Shroud, and a 100-metre gallery of jousting armour and armoured horses that is one of the best in Europe. A UNESCO World Heritage Savoy residence, minutes from the flat.","all · keir · rhys","In Turin — Piazza Castello, a few minutes' walk from the base.","Under-18 free · adults ~€15 (Musei Reali)","castle","In town","","https://museireali.beniculturali.it/en/","https://www.google.com/maps/search/?api=1&query=Palazzo%20Reale%20%2B%20the%20Royal%20Armoury%20Turin%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Mole_Antonelliana_in_Turin.jpg?width=640"
"2","Venaria Reale","Piedmont","Reggia di Venaria — the Savoy hunting palace","Piedmont's answer to Versailles and UNESCO World Heritage: an 80-metre barrel-vaulted Great Gallery of white stucco and glass, stables built like a cathedral, and gardens big enough to let four boys off the leash. CLOSED MONDAYS — which is your one clear Turin day, so check the dates before banking on it.","all","Venaria Express shuttle from Piazza Castello ~40 min (Tue–Sun), or GTT bus 11/72 on an ordinary urban ticket.","Under-18 free · adults ~€18","castle","Day-trip","★","https://lavenaria.it/en","https://www.google.com/maps/search/?api=1&query=Reggia%20di%20Venaria%20%E2%80%94%20the%20Savoy%20hunting%20palace%20Venaria%20Reale%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Mole_Antonelliana_in_Turin.jpg?width=640"
"2","Ivrea","Piedmont","Ivrea — the Olivetti company town","Adriano Olivetti built an entire modernist city around his typewriter factory — glass-walled workshops, workers' housing, canteen, nursery — and it is now UNESCO World Heritage. The open-air route along Via Jervis is free; the museum has the typewriters and Italy's first computers.","jude · rhys","Train Torino Porta Susa→Ivrea ~1h; Via Jervis starts a 15-min walk from the station. Pairs with the Damanhur day.","Open-air route free · museum small charge","machines","Day-trip","","https://www.ivreacittaindustriale.it/en/","https://www.google.com/maps/search/?api=1&query=Ivrea%20%E2%80%94%20the%20Olivetti%20company%20town%20Ivrea%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Ivrea_Panorama_1.jpg?width=640"
"3","Genoa","Liguria","Genoa — the Palazzi dei Rolli on Via Garibaldi","A street of merchant-prince palaces so grand the Republic kept official lists — the rolli — and drew lots to decide which one had to house a visiting king. UNESCO World Heritage; three of them on Via Garibaldi are now one museum, with a rooftop terrace over the port.","all · rhys","On the Turin→Chiavari train day — you change in Genoa anyway; Via Garibaldi is a 10-min walk from Piazza Principe.","~€9pp · under-18 free","architecture","On the way","","https://www.museidigenova.it/en","https://www.google.com/maps/search/?api=1&query=Genoa%20%E2%80%94%20the%20Palazzi%20dei%20Rolli%20on%20Via%20Garibaldi%20Genoa%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Genoa_Panorama.jpg?width=640"
"4","Florence","Tuscany","Villa La Petraia + Villa di Castello","Two Medici villas on the hillside above the city, both UNESCO World Heritage: Petraia's courtyard is roofed in glass over a fresco cycle of Medici history, and Castello's garden hides a grotto walled with mosaic animals — a whole stone ark of them. Free to get in.","all · grey","In Florence — bus 28 from Santa Maria Novella, ~25 min up Via Reginaldo Giuliani; check the Monday closures.","Free (state site)","nature","In town","","https://www.visittuscany.com/en/attractions/villa-medicea-della-petraia/","https://www.google.com/maps/search/?api=1&query=Villa%20La%20Petraia%20%2B%20Villa%20di%20Castello%20Florence%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Firenze_Panorama_del_Centro_con_il_Duomo_e_Palazzo_Vecchio.jpg?width=640"
"4","Siena","Tuscany","Siena — Piazza del Campo and the striped Duomo","A UNESCO World Heritage medieval city built around a brick shell of a square you can lie down in. The cathedral is banded black and white like a humbug, its floor is 56 inlaid marble pictures, and the Facciatone stairs put you on top of a cathedral that was never finished.","all","Autolinee Toscane rapid coach from Florence ~1h15 direct, or train ~1h30 with a change at Empoli.","Campo free · Duomo ~€16pp","architecture","Day-trip","★","https://www.visitsienaofficial.it/en/","https://www.google.com/maps/search/?api=1&query=Siena%20%E2%80%94%20Piazza%20del%20Campo%20and%20the%20striped%20Duomo%20Siena%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Firenze_Panorama_del_Centro_con_il_Duomo_e_Palazzo_Vecchio.jpg?width=640"
